Pclass,Age,family_group,Cabin,female,male,Cherbourg,Queenstown,Southampton,Fare_Transformed_Capped,Survived
3,25,1,0,0,1,0,0,1,1.8944327719553784,0
2,28,0,0,1,0,0,0,1,2.259024621429613,1
3,23,0,0,0,1,0,0,1,1.924272765259041,1
1,4,1,1,0,1,0,0,1,3.57078986673071,1
2,13,1,0,1,0,0,0,1,2.5496490174309177,1
1,34,0,0,0,1,0,0,1,2.771056651593415,1
3,5,2,0,1,0,1,0,0,2.5406974693109,1
1,52,0,1,0,1,0,0,1,2.87040068331774,1
2,36,2,0,0,1,0,0,1,2.8027356537127344,0
3,26,1,0,0,1,0,0,1,2.566624169606753,0
1,30,0,1,0,1,1,0,0,2.8027356537127344,0
1,49,1,1,0,1,1,0,0,3.630247210826846,1
3,31,0,0,0,1,0,0,1,1.9188364522433752,0
3,29,0,0,0,1,1,0,0,1.905251400396637,1
1,41,1,1,1,0,0,0,1,3.248768315642373,1
2,50,0,0,1,0,0,0,1,2.106730068316548,1
3,47,0,0,0,1,0,1,0,1.8921740345443931,0
1,48,0,1,0,1,0,0,1,2.771056651593415,1
3,34,0,0,0,1,0,0,1,1.9188364522433752,0
1,47,0,1,0,1,0,0,1,3.0368418493744493,0
2,48,0,0,0,1,0,0,1,2.259024621429613,0
3,31,0,0,0,1,0,0,1,1.9188364522433752,0
3,38,0,0,0,1,0,0,1,1.82597819091391,0
2,34,0,0,0,1,0,0,1,0.4433120761735296,0
1,56,0,0,0,1,0,0,1,2.771056651593415,0
3,25,0,0,0,1,0,1,0,1.889908420889187,0
3,0,2,0,1,0,1,0,0,2.5406974693109,1
3,29,0,0,0,1,0,0,1,1.845498323600491,0
3,38,0,0,0,1,0,0,1,1.9704697336912689,0
2,33,2,0,1,0,0,0,1,2.8027356537127344,1
2,23,0,1,1,0,1,0,0,2.301311594916616,1
3,22,0,0,1,0,0,0,1,2.0604502679444785,0
1,45,0,1,0,1,0,0,1,3.2506460749423884,0
2,34,1,0,0,1,0,0,1,2.602837548694982,0
3,29,1,0,0,1,0,0,1,1.82556274796568,0
3,22,0,0,0,1,0,0,1,1.871140126855952,0
3,2,1,0,1,0,0,0,1,2.218751176268864,1
3,9,2,0,0,1,0,0,1,3.177362491967803,0
2,34,0,0,0,1,0,0,1,0.4433120761735296,0
3,50,0,0,0,1,0,0,1,1.9188364522433752,0
1,25,1,1,0,1,1,0,0,3.645594780488803,1
3,19,2,0,1,0,0,0,1,2.741192206410892,0
1,35,1,1,1,0,0,0,1,3.6372511828525553,1
1,58,0,1,0,1,1,0,0,2.851374310010955,0
3,30,0,0,0,1,0,0,1,1.9188364522433752,0
3,9,1,0,0,1,0,0,1,2.403219659061103,1
3,26,1,0,0,1,0,0,1,2.566624169606753,0
3,21,0,0,0,1,0,0,1,1.845498323600491,0
1,55,0,1,0,1,0,0,1,2.87040068331774,0
3,21,0,0,0,1,0,0,1,1.9188364522433752,0
3,19,0,0,0,1,1,0,0,2.3351051291725318,0
1,54,1,1,1,0,1,0,0,3.5392864851044537,1
3,23,0,0,0,1,0,0,1,2.366215463609794,0
1,25,2,1,1,0,0,0,1,3.999610468711987,0
3,24,0,0,0,1,0,0,1,1.8963068303335453,0
3,17,0,0,0,1,0,0,1,1.9704697336912689,0
3,21,0,0,1,0,0,1,0,1.8921740345443931,0
3,23,0,0,1,0,0,1,0,1.8811621838873671,0
3,37,0,0,1,0,0,0,1,2.0422019872012966,0
1,16,0,1,1,0,0,0,1,3.6094682243248495,1
1,18,1,1,0,1,1,0,0,3.770376247515229,0
2,33,1,0,1,0,0,0,1,2.756051030125115,1
1,39,0,0,0,1,0,0,1,2.771056651593415,1
3,28,0,0,0,1,0,0,1,2.653145678792108,0
3,26,0,0,0,1,0,0,1,3.3094005807866385,1
3,29,0,0,0,1,0,1,0,1.8921740345443931,1
3,31,0,0,0,1,0,0,1,1.9188364522433752,0
1,36,0,1,0,1,0,0,1,2.7639343858650567,1
1,54,1,0,1,0,1,0,0,3.34486691680028,1
3,24,0,0,0,1,0,0,1,1.868809508503516,0
1,47,0,1,0,1,0,0,1,2.948532820803172,0
2,34,0,1,1,0,0,0,1,2.106730068316548,1
3,35,0,0,0,1,0,1,0,2.7031203344789883,0
2,36,1,0,1,0,0,0,1,2.756051030125115,1
3,32,0,0,0,1,0,0,1,1.905251400396637,0
1,30,0,1,1,0,0,0,1,3.6639477064889423,1
3,22,0,0,0,1,0,0,1,1.905251400396637,0
3,34,0,0,0,1,1,0,0,1.843086038761421,0
1,44,1,1,1,0,1,0,0,3.327742947773844,1
3,26,0,0,0,1,1,0,0,1.84349184796852,0
3,40,0,0,0,1,0,1,0,1.8921740345443931,0
2,50,0,0,1,0,0,0,1,2.106730068316548,1
1,32,0,1,0,1,0,0,1,4.261218137979705,0
3,39,0,0,0,1,0,0,1,1.907843051895681,0
2,23,2,0,0,1,0,0,1,2.171494247197628,0
2,2,1,0,1,0,0,0,1,2.756051030125115,1
3,26,0,0,0,1,1,0,0,1.84349184796852,0
3,17,1,0,0,1,1,0,0,1.84349184796852,0
3,10,1,0,1,0,1,0,0,2.6478155504263223,1
3,30,0,0,1,0,0,0,1,1.9704697336912689,0
2,7,1,0,1,0,0,0,1,2.7629110669646213,1
1,45,0,1,0,1,0,0,1,2.771056651593415,0
1,30,0,0,1,0,1,0,0,3.7543556255710704,1
3,22,0,0,0,1,0,0,1,2.3371678022564955,0
1,22,1,1,1,0,1,0,0,3.215686262438927,1
1,36,1,1,1,0,0,0,1,3.470748767865308,1
3,9,2,0,1,0,0,0,1,2.888356733035295,0
3,11,2,0,1,0,0,0,1,2.888356733035295,0
2,32,1,0,0,1,0,0,1,2.756051030125115,1
1,50,1,1,0,1,1,0,0,3.7543556255710704,0
2,19,1,0,1,0,0,0,1,2.756051030125115,1
2,31,0,0,0,1,1,0,0,2.3049762812593606,1
3,33,1,0,0,1,0,0,1,2.5864173326090887,0
2,8,1,0,0,1,0,0,1,3.003647979681479,1
1,17,1,1,0,1,1,0,0,3.7829467463022137,1
2,27,0,0,0,1,0,0,1,2.756051030125115,0
3,38,0,0,0,1,0,1,0,1.8993062947459785,0
3,22,0,0,0,1,1,0,0,1.843086038761421,1
3,22,0,0,1,0,0,0,1,1.8944327719553784,1
1,48,1,1,1,0,1,0,0,3.056930297346853,1
1,28,0,0,0,1,1,0,0,4.278695429297089,0
1,39,1,1,1,0,0,0,1,3.5515920529484504,1
3,36,1,0,1,0,0,0,1,2.467880197535668,1
3,47,0,0,0,1,0,1,0,1.8921740345443931,0
3,40,0,0,0,1,0,0,1,1.905251400396637,0
2,28,0,0,0,1,0,0,1,2.286015188687376,0
3,31,0,0,0,1,0,0,1,1.9188364522433752,0
3,26,0,0,1,0,0,0,1,1.9188364522433752,0
3,24,1,0,0,1,0,0,1,2.7031203344789883,0
3,19,0,0,0,1,0,0,1,1.905251400396637,0
3,29,2,0,1,0,0,0,1,2.605396161810347,0
3,26,0,0,0,1,1,0,0,1.84349184796852,0
3,32,0,0,0,1,0,0,1,1.9015435154820328,1
1,53,1,1,1,0,0,0,1,3.243506847436332,1
1,36,0,1,0,1,0,0,1,2.766656054260189,1
3,18,0,0,1,0,0,1,0,1.8921740345443931,1
3,16,0,0,0,1,0,0,1,1.9188364522433752,0
3,19,0,0,0,1,0,0,1,2.3371678022564955,0
2,34,0,0,1,0,0,0,1,2.259024621429613,1
1,39,1,1,1,0,0,0,1,3.301894509873877,1
3,25,1,0,1,0,1,0,0,2.3351051291725318,0
3,32,0,0,0,1,0,0,1,1.907843051895681,1
2,25,1,0,1,0,0,0,1,2.8585693051902776,1
1,39,1,1,1,0,1,0,0,3.7829467463022137,1
2,54,0,0,0,1,0,0,1,2.756051030125115,0
1,36,0,1,0,1,1,0,0,3.06631870810106,0
3,30,0,0,0,1,1,0,0,1.9745301735185985,0
1,18,1,1,1,0,0,0,1,3.5515920529484504,1
2,47,0,0,0,1,0,0,1,2.361454220831241,0
1,60,1,1,0,1,1,0,0,3.54761313259604,1
3,22,0,0,0,1,0,0,1,1.9188364522433752,0
3,31,0,0,0,1,0,0,1,1.9188364522433752,0
3,35,0,0,0,1,0,0,1,1.8333581734743103,0
1,52,1,1,1,0,1,0,0,3.5392864851044537,1
3,47,0,0,0,1,0,0,1,1.845498323600491,0
3,25,1,0,1,0,0,1,0,1.8921740345443931,0
2,37,1,0,0,1,0,0,1,2.756051030125115,0
3,36,1,0,0,1,0,0,1,2.7031203344789883,0
2,16,0,0,1,0,0,0,1,2.9267563524301416,1
3,49,0,0,0,1,0,0,1,0.4433120761735296,0
3,34,0,0,0,1,1,0,0,1.843086038761421,0
1,49,1,1,0,1,1,0,0,3.3148100338965287,1
2,24,2,0,1,0,0,0,1,2.7831025378710708,1
3,27,0,0,0,1,0,0,1,1.905251400396637,0
1,42,0,0,0,1,0,0,1,3.105607002655234,0
3,44,0,0,0,1,0,0,1,1.9188364522433752,0
1,35,0,0,0,1,1,0,0,2.771056651593415,1
3,36,1,0,0,1,0,0,1,2.3872623761195646,0
3,30,0,0,0,1,0,0,1,1.905251400396637,0
1,27,0,0,0,1,0,0,1,2.87040068331774,1
2,22,2,0,1,0,1,0,0,3.091685142821556,1
1,40,0,1,1,0,0,0,1,4.008269339108871,1
3,39,2,0,1,0,0,0,1,2.888356733035295,0
3,28,0,0,0,1,0,0,1,1.82597819091391,0
3,20,1,0,1,0,0,1,0,2.384953789259102,1
3,47,0,0,0,1,0,1,0,1.8921740345443931,0
3,35,0,0,0,1,0,0,1,1.9188364522433752,0
2,24,2,0,1,0,0,0,1,3.408508361233669,1
3,34,1,0,0,1,0,0,1,2.3322114899388686,0
3,26,1,0,1,0,0,0,1,2.4121826190064937,0
2,4,2,1,1,0,0,0,1,3.046044375383099,1
2,26,0,0,0,1,0,0,1,2.106730068316548,0
3,27,1,0,0,1,1,0,0,2.334902007759469,0
1,42,1,1,0,1,0,0,1,3.2581634129284938,1
3,20,1,0,0,1,1,0,0,2.396045934160072,1
3,21,0,0,0,1,0,0,1,1.9015435154820328,0
3,21,0,0,0,1,0,0,1,2.4121826190064937,0
2,57,0,0,0,1,0,1,0,2.222374154444419,0
1,21,0,1,1,0,0,0,1,3.536512645299214,1
3,26,0,0,0,1,0,0,1,1.905251400396637,0
3,25,0,0,0,1,0,1,0,1.8906613696422965,0
3,51,0,0,0,1,0,0,1,1.826393402953262,0
1,32,0,1,0,1,1,0,0,2.87040068331774,1
1,40,0,0,0,1,0,0,1,0.4433120761735296,0
3,9,2,0,1,0,0,0,1,2.806597916794217,0
2,28,0,0,1,0,0,0,1,2.259024621429613,1
3,32,0,0,0,1,0,0,1,1.907843051895681,0
2,31,1,0,0,1,0,0,1,2.7629110669646213,0
3,41,2,0,1,0,0,0,1,3.058503794742004,0
3,32,1,0,0,1,0,0,1,2.4121826190064937,0
3,20,0,0,0,1,0,0,1,1.9015435154820328,0
1,24,0,1,1,0,1,0,0,3.4536776744687336,1
3,2,2,0,1,0,0,0,1,2.806597916794217,0
3,30,0,0,0,1,0,0,1,3.3094005807866385,1
3,0,2,0,1,0,1,0,0,2.5406974693109,1
1,48,1,1,0,1,1,0,0,3.525344942899196,1
3,19,0,0,0,1,0,0,1,1.905251400396637,0
1,56,0,1,0,1,1,0,0,2.9789394024969,1
3,35,0,0,0,1,0,0,1,1.8738530911582487,0
3,23,0,0,1,0,0,0,1,1.8738530911582487,1
3,27,0,0,0,1,0,0,1,1.905251400396637,0
2,18,1,0,1,0,0,0,1,2.668119000389094,1
3,21,0,0,0,1,0,0,1,1.9515665679404048,0
3,19,0,0,1,0,0,1,0,1.8993062947459785,1
3,18,0,0,1,0,0,1,0,1.7957071752554394,0
2,24,1,0,0,1,0,0,1,3.495107692598523,0
3,27,0,0,0,1,0,0,1,1.905251400396637,0
3,32,1,0,1,0,0,1,0,2.384953789259102,0
2,23,0,0,0,1,0,0,1,2.259024621429613,0
1,58,1,1,0,1,1,0,0,3.797802395977679,0
1,50,1,0,0,1,0,0,1,3.912664417207252,1
3,40,0,0,0,1,1,0,0,1.843086038761421,0
1,47,0,1,0,1,0,0,1,2.7445852364007184,0
3,36,0,0,0,1,0,0,1,1.868809508503516,0
3,20,1,0,0,1,0,0,1,1.907843051895681,1
2,32,1,0,0,1,0,0,1,3.495107692598523,0
2,25,0,0,0,1,0,0,1,2.259024621429613,0
3,30,0,0,0,1,0,0,1,1.8944327719553784,0
3,43,0,0,0,1,0,0,1,1.9188364522433752,0
1,40,1,1,1,0,0,0,1,3.2506460749423884,1
2,40,1,0,1,0,0,0,1,3.046044375383099,1
1,31,1,1,0,1,0,0,1,3.2506460749423884,0
2,31,0,0,0,1,0,0,1,2.259024621429613,1
2,34,0,0,0,1,0,0,1,0.4433120761735296,0
3,18,0,0,0,1,0,0,1,1.8944327719553784,0
3,24,0,0,0,1,0,0,1,1.9188364522433752,0
3,18,0,0,1,0,0,0,1,2.06075301510669,1
3,43,2,0,1,0,0,0,1,3.177362491967803,0
1,36,1,1,0,1,1,0,0,4.345272476100541,1
3,23,0,0,1,0,0,1,0,1.9264362006023372,0
1,27,0,1,0,1,1,0,0,3.525344942899196,1
3,20,0,0,0,1,0,0,1,2.014913914251703,0
3,14,2,0,0,1,0,0,1,3.177362491967803,0
2,60,1,0,0,1,0,0,1,3.046044375383099,0
2,25,2,0,0,1,1,0,0,3.091685142821556,0
3,14,2,0,0,1,0,0,1,3.058503794742004,0
3,19,0,0,0,1,0,0,1,2.0840968688976496,0
3,18,0,0,0,1,0,0,1,1.8963068303335453,0
1,15,1,1,1,0,0,0,1,4.228232632993392,1
1,31,1,1,0,1,0,0,1,3.3156897182599714,1
3,4,1,0,1,0,1,0,0,2.281587393826276,1
3,30,0,0,0,1,0,0,1,3.3094005807866385,1
3,25,0,0,0,1,1,0,0,1.843086038761421,0
1,60,0,0,0,1,0,0,1,2.771056651593415,0
2,52,0,0,0,1,0,0,1,2.286015188687376,0
3,44,0,0,0,1,0,0,1,1.9188364522433752,0
3,17,0,0,1,0,0,1,0,1.8906613696422965,1
1,49,1,1,0,1,1,0,0,3.7829467463022137,0
3,42,0,1,0,1,0,0,1,1.8830699096007624,0
1,18,1,1,1,0,1,0,0,4.278695429297089,1
1,35,0,1,0,1,0,0,1,2.7639343858650567,1
3,18,1,0,1,0,1,0,0,2.334902007759469,0
3,25,0,0,0,1,0,1,0,1.891422615319987,0
3,26,1,0,0,1,0,0,1,1.9015435154820328,0
2,39,0,0,0,1,0,0,1,2.756051030125115,0
2,45,0,0,1,0,0,0,1,2.286015188687376,1
1,42,0,1,0,1,0,0,1,2.7639343858650567,1
1,22,0,0,1,0,0,0,1,3.999610468711987,1
3,16,1,0,0,1,1,0,0,2.3731018155813497,1
1,24,0,1,1,0,1,0,0,3.2157464940015204,1
1,56,0,1,0,1,0,0,1,2.771056651593415,0
1,48,1,1,0,1,0,0,1,3.2506460749423884,1
3,29,0,0,0,1,0,0,1,2.034460801862528,0
2,52,0,0,0,1,0,0,1,2.259024621429613,0
3,19,0,1,0,1,0,0,1,1.8830699096007624,0
1,38,0,1,1,0,1,0,0,4.278695429297089,1
2,27,0,1,1,0,0,0,1,2.106730068316548,1
3,29,0,0,0,1,0,1,0,2.384953789259102,0
3,33,0,0,0,1,0,0,1,1.8944327719553784,0
2,6,1,0,1,0,0,0,1,2.9267563524301416,1
3,17,1,0,0,1,0,0,1,1.826393402953262,0
2,34,0,0,0,1,0,0,1,2.259024621429613,0
2,50,0,0,0,1,0,0,1,2.259024621429613,0
1,27,1,1,0,1,0,0,1,3.2654881017746966,1
3,20,0,0,0,1,0,0,1,1.9704697336912689,0
2,30,2,0,1,0,0,0,1,2.602837548694982,1
3,17,0,0,1,0,0,1,0,1.8910420898076568,1
2,25,1,0,0,1,0,0,1,2.756051030125115,0
3,25,1,0,1,0,0,0,1,1.907843051895681,0
1,29,0,1,1,0,0,0,1,4.228232632993392,1
3,11,0,0,0,1,1,0,0,2.522934307104196,0
2,34,0,0,0,1,0,0,1,0.4433120761735296,0
2,23,0,0,0,1,0,0,1,2.259024621429613,0
2,23,0,0,0,1,0,0,1,2.259024621429613,0
3,28,0,0,0,1,0,0,1,2.4121826190064937,0
3,48,2,0,1,0,0,0,1,2.9559342823144386,0
1,35,0,1,0,1,1,0,0,4.345272476100541,1
3,27,0,0,0,1,0,0,1,1.905251400396637,0
3,27,0,0,0,1,0,0,1,1.905251400396637,0
1,36,1,1,0,1,0,0,1,3.5445023683309813,0
1,21,2,1,1,0,1,0,0,4.345272476100541,1
3,24,1,0,0,1,0,0,1,2.4121826190064937,0
3,31,0,0,0,1,0,0,1,1.907843051895681,1
3,16,1,0,0,1,0,0,1,2.5767361175634127,0
2,30,0,0,1,0,0,0,1,2.259024621429613,1
1,19,1,1,0,1,0,0,1,3.2654881017746966,0
3,31,0,0,0,1,0,1,0,1.8921740345443931,0
2,4,1,0,1,0,0,0,1,2.668119000389094,1
3,6,1,1,0,1,0,0,1,2.2295666626063677,1
3,33,0,0,0,1,0,0,1,2.035706947431606,0
3,23,0,0,0,1,0,0,1,1.905251400396637,0
2,48,2,0,1,0,0,0,1,3.408508361233669,1
2,0,1,0,0,1,0,0,1,2.3371678022564955,1
3,28,0,0,0,1,0,0,1,1.8963068303335453,0
2,18,0,0,0,1,0,0,1,2.171494247197628,0
3,34,0,0,0,1,0,0,1,1.9188364522433752,0
1,33,0,1,1,0,0,0,1,3.6094682243248495,1
3,22,0,0,0,1,0,0,1,2.3371678022564955,0
3,41,0,0,0,1,0,0,1,1.8333581734743103,0
3,20,0,0,0,1,1,0,0,1.84349184796852,1
1,36,2,1,1,0,0,0,1,3.837909136427004,1
3,16,0,0,0,1,0,0,1,1.8944327719553784,0
1,51,1,1,1,0,0,0,1,3.536512645299214,1
1,52,0,0,0,1,1,0,0,3.056930297346853,0
3,30,0,0,1,0,0,1,0,1.8921740345443931,0
3,34,1,0,0,1,0,1,0,2.7031203344789883,0
3,32,0,0,0,1,0,0,1,1.945628597514216,0
3,24,0,0,0,1,0,0,1,2.035706947431606,0
3,48,0,0,0,1,0,0,1,1.9015435154820328,0
2,57,0,1,1,0,0,0,1,2.106730068316548,0
3,34,0,0,0,1,1,0,0,1.843086038761421,0
2,54,2,0,1,0,0,0,1,2.668119000389094,1
3,18,0,0,0,1,0,0,1,1.8921740345443931,0
3,45,0,1,0,1,0,1,0,1.8921740345443931,0
3,5,0,0,1,0,0,0,1,2.2295666626063677,1
3,25,0,0,0,1,0,1,0,1.8910420898076568,0
1,43,1,1,1,0,0,0,1,4.228232632993392,1
3,13,0,0,1,0,1,0,0,1.84349184796852,1
1,17,1,1,1,0,0,0,1,3.3156897182599714,1
1,29,0,1,0,1,0,0,1,2.8585693051902776,0
3,24,2,0,0,1,0,0,1,2.682020370494902,0
3,25,0,0,0,1,0,0,1,1.82597819091391,0
3,25,0,0,0,1,0,0,1,1.845498323600491,0
3,18,0,0,1,0,0,0,1,1.868809508503516,1
3,8,2,0,0,1,0,1,0,2.837376040612847,0
3,1,2,0,0,1,0,0,1,2.5881635970878394,1
1,46,0,1,0,1,1,0,0,3.54761313259604,0
3,47,0,0,0,1,0,1,0,1.8921740345443931,0
2,16,0,0,0,1,0,0,1,2.756051030125115,0
3,30,2,0,1,0,0,0,1,3.4562148482426416,0
1,54,0,0,0,1,1,0,0,2.8749804410366058,0
3,25,0,0,0,1,0,0,1,1.905251400396637,0
2,39,0,0,0,1,0,0,1,2.259024621429613,0
1,49,0,1,1,0,0,0,1,2.754096178711248,1
3,31,0,0,1,0,0,0,1,1.9721615807348936,1
3,30,0,0,0,1,1,0,0,1.84349184796852,0
3,30,1,0,1,0,0,0,1,2.7031203344789883,0
2,34,0,0,0,1,0,0,1,2.259024621429613,0
2,31,1,0,1,0,0,0,1,2.7629110669646213,1
1,11,2,1,0,1,0,0,1,3.837909136427004,1
3,0,1,0,0,1,1,0,0,1.9585008556656704,1
3,27,0,0,0,1,0,0,1,1.8185245732612485,1
3,31,0,0,0,1,0,0,1,1.8944327719553784,0
1,39,0,1,0,1,0,0,1,0.4433120761735296,0
3,18,0,0,1,0,0,0,1,1.8944327719553784,0
2,39,0,0,0,1,0,0,1,2.259024621429613,0
1,33,1,1,1,0,0,0,1,3.2654881017746966,1
3,26,0,0,0,1,0,0,1,1.904513080769372,0
3,39,0,0,0,1,0,0,1,2.7031203344789883,0
2,35,0,0,0,1,0,0,1,2.106730068316548,0
3,6,2,0,1,0,0,0,1,2.888356733035295,0
3,30,0,0,0,1,0,0,1,1.9188364522433752,0
1,39,0,1,0,1,0,0,1,0.4433120761735296,0
3,23,0,0,1,0,0,0,1,1.907843051895681,0
2,31,1,0,0,1,1,0,0,3.00856814258952,0
3,43,0,0,0,1,0,0,1,1.7641598788794448,0
3,10,2,0,0,1,0,0,1,2.806597916794217,0
1,52,1,1,1,0,0,0,1,3.6639477064889423,1
3,27,0,0,0,1,0,0,1,1.9704697336912689,1
1,38,0,0,0,1,0,0,1,0.4433120761735296,0
3,27,1,1,1,0,0,0,1,2.2295666626063677,1
3,2,2,0,0,1,0,0,1,3.058503794742004,0
3,22,0,0,0,1,0,1,0,1.816023420985818,0
3,29,0,0,0,1,0,0,1,3.3094005807866385,0
2,1,1,0,0,1,1,0,0,3.00856814258952,1
3,30,0,0,0,1,0,1,0,1.8921740345443931,1
3,15,1,0,1,0,1,0,0,2.334902007759469,1
2,0,1,0,0,1,0,0,1,2.52150039423897,1
3,26,0,0,0,1,1,0,0,1.84349184796852,0
3,23,0,0,0,1,0,0,1,1.9015435154820328,0
3,18,0,0,0,1,0,0,1,1.9403469596552985,0
1,39,1,1,1,0,1,0,0,3.581844740621426,1
3,21,0,0,0,1,0,0,1,1.9704697336912689,0
3,31,0,0,0,1,0,0,1,1.9188364522433752,0
3,32,0,0,0,1,0,0,1,3.3094005807866385,1
1,35,0,1,0,1,1,0,0,2.851374310010955,1
3,20,0,0,0,1,0,0,1,1.907843051895681,0
2,16,0,0,0,1,0,0,1,2.106730068316548,0
1,30,0,0,1,0,1,0,0,2.882037326127912,1
3,34,0,0,0,1,1,0,0,1.7628161389309254,0
3,17,0,0,0,1,0,0,1,1.9704697336912689,0
3,42,0,0,0,1,0,0,1,1.8738530911582487,0
3,12,2,0,0,1,0,0,1,3.4562148482426416,0
3,35,0,0,0,1,1,0,0,1.905251400396637,0
2,28,1,0,0,1,0,0,1,2.9267563524301416,0
1,40,1,1,1,0,1,0,0,3.630247210826846,1
3,4,2,0,0,1,0,0,1,2.888356733035295,0
3,9,1,0,1,0,1,0,0,2.3731018155813497,0
1,16,1,1,1,0,0,0,1,3.0533204094327298,1
2,44,1,0,1,0,0,0,1,2.756051030125115,0
3,18,1,0,1,0,0,0,1,2.02443790973892,1
1,45,1,0,1,0,0,0,1,4.057706676148572,1
1,51,0,1,0,1,0,0,1,2.771056651593415,1
3,24,2,0,1,0,1,0,0,2.5406974693109,1
3,26,0,0,0,1,1,0,0,1.84349184796852,0
3,41,1,0,0,1,0,0,1,2.317557734446071,0
2,21,1,0,0,1,0,0,1,2.171494247197628,0
1,48,0,1,1,0,0,0,1,2.754096178711248,1
3,30,2,0,1,0,0,0,1,3.4562148482426416,0
2,24,0,0,0,1,0,0,1,2.259024621429613,0
2,42,0,0,1,0,0,0,1,2.259024621429613,1
2,27,1,0,1,0,1,0,0,2.304759398853814,1
1,31,0,1,0,1,0,0,1,3.2298228469139065,0
3,24,0,0,0,1,0,0,1,2.035706947431606,0
3,4,1,0,0,1,0,0,1,2.1484034460039654,1
3,26,0,0,0,1,0,0,1,1.905251400396637,0
1,47,1,1,1,0,0,0,1,3.2581634129284938,1
1,33,0,1,0,1,0,0,1,1.5896640791883327,0
3,47,0,0,0,1,0,0,1,1.99745525482574,0
2,28,1,0,1,0,1,0,0,2.698651173360474,1
3,15,0,0,1,0,1,0,0,1.843086038761421,1
3,20,0,0,0,1,0,0,1,2.061048434131545,0
3,19,0,0,0,1,0,0,1,1.905251400396637,0
3,27,0,0,0,1,0,0,1,1.905251400396637,0
1,56,1,1,1,0,1,0,0,3.581844740621426,1
2,25,1,0,1,0,0,0,1,2.756051030125115,1
3,33,0,0,0,1,0,0,1,1.905251400396637,0
3,22,0,0,1,0,0,0,1,2.1078598783152422,0
2,28,0,0,0,1,0,0,1,2.106730068316548,0
3,25,0,0,0,1,0,0,1,1.82597819091391,0
3,39,2,0,1,0,0,1,0,2.837376040612847,0
2,27,0,0,0,1,0,0,1,2.259024621429613,0
1,19,0,1,1,0,0,0,1,2.8585693051902776,1
3,20,2,0,1,0,0,0,1,2.682020370494902,0
1,26,0,1,0,1,1,0,0,2.8585693051902776,1
3,32,0,0,0,1,0,1,0,1.8921740345443931,0
